,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,0.00046810798812657595,145.0,10,100000,0
1,1,0.0023365579545497894,160.0,10,100000,0
2,2,0.0027835710207000375,174.0,10,100000,0
3,3,0.0031733419746160507,174.0,10,100000,0
4,4,0.0035160830011591315,183.0,10,100000,0
5,5,0.003872977918945253,183.0,10,100000,0
6,6,0.004139676922932267,192.0,10,100000,0
7,7,0.004479171941056848,192.0,10,100000,0
8,8,0.004762082011438906,201.0,10,100000,0
9,9,0.005223067943006754,201.0,10,100000,0
10,10,0.005484362016431987,201.0,10,100000,0
11,11,0.005762838991358876,206.0,10,100000,0
12,12,0.006142152938991785,213.0,10,100000,0
13,13,0.0064932359382510185,213.0,10,100000,0
14,14,0.006747977924533188,213.0,10,100000,0
15,15,0.007028932916000485,213.0,10,100000,0
16,16,0.00736489100381732,213.0,10,100000,0
17,17,0.00773075595498085,213.0,10,100000,0
18,18,0.008015880943275988,213.0,10,100000,0
19,19,0.008241224917583168,213.0,10,100000,0
20,20,0.00846692593768239,213.0,10,100000,0
21,21,0.008680833969265223,213.0,10,100000,0
22,22,0.00890442100353539,213.0,10,100000,0
23,23,0.00915006292052567,117.0,10,100000,1
24,24,0.025072373915463686,141.0,10,100000,1
25,25,0.02567874896340072,145.0,10,100000,1
26,26,0.025837590917944908,169.0,10,100000,1
27,27,0.026010058005340397,169.0,10,100000,1
28,28,0.026128963916562498,169.0,10,100000,1
29,29,0.026212889002636075,169.0,10,100000,1
30,30,0.026300373952835798,196.0,10,100000,1
31,31,0.026385694975033402,196.0,10,100000,1
32,32,0.026509365998208523,196.0,10,100000,1
33,33,0.026613803929649293,196.0,10,100000,1
34,34,0.026705298922024667,196.0,10,100000,1
35,35,0.02678984694648534,196.0,10,100000,1
36,36,0.02687440800946206,196.0,10,100000,1
37,37,0.026955903973430395,210.0,10,100000,1
38,38,0.02703981299418956,210.0,10,100000,1
39,39,0.02715650899335742,210.0,10,100000,1
40,40,0.027240940951742232,210.0,10,100000,1
41,41,0.027323610964231193,210.0,10,100000,1
42,42,0.027408738969825208,210.0,10,100000,1
43,43,0.027499967021867633,210.0,10,100000,1
44,44,0.027581911999732256,210.0,10,100000,1
45,45,0.02766317198984325,210.0,10,100000,1
46,46,0.027746703010052443,210.0,10,100000,1
47,47,0.027839811984449625,210.0,10,100000,1
48,48,0.02793064492288977,129.0,10,100000,2
49,49,0.02801511494908482,129.0,10,100000,2
50,50,0.03471938194707036,129.0,10,100000,2
51,51,0.035132781020365655,144.0,10,100000,2
52,52,0.03521538292989135,152.0,10,100000,2
53,53,0.035290386993438005,152.0,10,100000,2
54,54,0.035386614967137575,154.0,10,100000,2
55,55,0.03549759602174163,178.0,10,100000,2
56,56,0.03559801401570439,178.0,10,100000,2
57,57,0.03570835699792951,178.0,10,100000,2
58,58,0.035803982987999916,178.0,10,100000,2
59,59,0.03588048799429089,178.0,10,100000,2
60,60,0.035951260942965746,178.0,10,100000,2
61,61,0.03603261592797935,178.0,10,100000,2
62,62,0.03610233392100781,178.0,10,100000,2
63,63,0.036194149986840785,178.0,10,100000,2
64,64,0.03625841299071908,178.0,10,100000,2
65,65,0.03632005397230387,178.0,10,100000,2
66,66,0.036379833007231355,126.0,10,100000,3
67,67,0.03643884300254285,126.0,10,100000,3
68,68,0.03650014696177095,142.0,10,100000,3
69,69,0.04164276702795178,142.0,10,100000,3
70,70,0.04197915201075375,142.0,10,100000,3
71,71,0.042045506997965276,169.0,10,100000,3
72,72,0.042122446931898594,169.0,10,100000,3
73,73,0.042183271958492696,177.0,10,100000,3
74,74,0.04224186495412141,177.0,10,100000,3
75,75,0.04231658694334328,177.0,10,100000,3
76,76,0.042381295934319496,177.0,10,100000,3
77,77,0.04245412501040846,177.0,10,100000,3
78,78,0.04251227399799973,177.0,10,100000,3
79,79,0.04257006791885942,186.0,10,100000,3
80,80,0.04262697300873697,186.0,10,100000,3
81,81,0.042684661922976375,186.0,10,100000,3
82,82,0.042742180987261236,186.0,10,100000,3
83,83,0.04281656094826758,186.0,10,100000,3
84,84,0.0428785189287737,186.0,10,100000,3
85,85,0.042936473968438804,186.0,10,100000,3
86,86,0.04299414798151702,186.0,10,100000,3
87,87,0.04305174294859171,186.0,10,100000,3
88,88,0.043109311955049634,186.0,10,100000,3
89,89,0.04316759295761585,186.0,10,100000,3
90,90,0.04322528594639152,155.0,10,100000,4
91,91,0.04328335192985833,173.0,10,100000,4
92,92,0.04334181791637093,173.0,10,100000,4
93,93,0.04339838295709342,173.0,10,100000,4
94,94,0.047546265996061265,187.0,10,100000,4
95,95,0.04785054794047028,187.0,10,100000,4
96,96,0.047925377963110805,187.0,10,100000,4
97,97,0.047982387943193316,194.0,10,100000,4
98,98,0.04803756601177156,194.0,10,100000,4
99,99,0.04810655699111521,194.0,10,100000,4
100,100,0.048160610953345895,194.0,10,100000,4
101,101,0.0482135689817369,194.0,10,100000,4
102,102,0.048279960989020765,194.0,10,100000,4
103,103,0.04833381692878902,194.0,10,100000,4
104,104,0.04838680091779679,194.0,10,100000,4
105,105,0.04843773099128157,194.0,10,100000,4
106,106,0.048489981913007796,194.0,10,100000,4
107,107,0.048544254968874156,194.0,10,100000,4
108,108,0.048597875982522964,74.0,10,100000,5
109,109,0.048654097015969455,74.0,10,100000,5
110,110,0.04870689392555505,74.0,10,100000,5
111,111,0.04876044194679707,106.0,10,100000,5
112,112,0.04881400894373655,106.0,10,100000,5
113,113,0.05262195295654237,106.0,10,100000,5
114,114,0.0528630840126425,106.0,10,100000,5
115,115,0.0529191360110417,122.0,10,100000,5
116,116,0.05297098902519792,122.0,10,100000,5
117,117,0.05303658591583371,122.0,10,100000,5
118,118,0.05309179599862546,131.0,10,100000,5
119,119,0.05314143595751375,140.0,10,100000,5
120,120,0.05319134599994868,156.0,10,100000,5
121,121,0.05325291701592505,174.0,10,100000,5
122,122,0.053302829968743026,195.0,10,100000,5
123,123,0.05335215094964951,201.0,10,100000,5
124,124,0.0534138239454478,201.0,10,100000,5
125,125,0.05347745795734227,201.0,10,100000,5
126,126,0.053543647984042764,201.0,10,100000,5
127,127,0.05360695591662079,201.0,10,100000,5
128,128,0.053669443004764616,201.0,10,100000,5
129,129,0.05373096698895097,201.0,10,100000,5
130,130,0.05378059099894017,201.0,10,100000,5
131,131,0.05383023899048567,201.0,10,100000,5
132,132,0.05390956299379468,201.0,10,100000,5
133,133,0.053981982986442745,201.0,10,100000,5
134,134,0.054037453955970705,142.0,10,100000,6
135,135,0.054091583006083965,149.0,10,100000,6
136,136,0.05414453998673707,170.0,10,100000,6
137,137,0.054198607918806374,170.0,10,100000,6
138,138,0.054252450936473906,170.0,10,100000,6
139,139,0.05430532596074045,182.0,10,100000,6
140,140,0.05838015000335872,182.0,10,100000,6
141,141,0.05868668993934989,182.0,10,100000,6
142,142,0.05875874496996403,182.0,10,100000,6
143,143,0.058828818961046636,182.0,10,100000,6
144,144,0.058885699952952564,182.0,10,100000,6
145,145,0.05895936500746757,196.0,10,100000,6
146,146,0.059043125016614795,203.0,10,100000,6
147,147,0.05911641498096287,203.0,10,100000,6
148,148,0.05917313601821661,203.0,10,100000,6
149,149,0.0592307539191097,203.0,10,100000,6
150,150,0.05929741600994021,212.0,10,100000,6
151,151,0.05939739500172436,212.0,10,100000,6
152,152,0.05961870099417865,212.0,10,100000,6
153,153,0.059779483010061085,212.0,10,100000,6
154,154,0.05986304802354425,212.0,10,100000,6
155,155,0.059936716919764876,212.0,10,100000,6
156,156,0.05999160697683692,212.0,10,100000,6
157,157,0.06010757701005787,212.0,10,100000,6
158,158,0.060208261013031006,212.0,10,100000,6
159,159,0.06028090894687921,212.0,10,100000,6
160,160,0.060376654961146414,212.0,10,100000,6
161,161,0.06048626499250531,105.0,10,100000,7
162,162,0.06061533198226243,121.0,10,100000,7
163,163,0.060728620970621705,121.0,10,100000,7
164,164,0.06083606497850269,121.0,10,100000,7
165,165,0.060897536925040185,137.0,10,100000,7
166,166,0.06095057795755565,137.0,10,100000,7
167,167,0.06100183294620365,137.0,10,100000,7
168,168,0.06501726596616209,137.0,10,100000,7
169,169,0.06525196402799338,137.0,10,100000,7
170,170,0.06531867396552116,147.0,10,100000,7
171,171,0.06536803999915719,165.0,10,100000,7
172,172,0.06541876401752234,173.0,10,100000,7
173,173,0.06548238196410239,173.0,10,100000,7
174,174,0.06553292495664209,181.0,10,100000,7
175,175,0.06558301497716457,181.0,10,100000,7
176,176,0.06563198799267411,181.0,10,100000,7
177,177,0.06568162201438099,181.0,10,100000,7
178,178,0.06574352795723826,181.0,10,100000,7
179,179,0.06580564694013447,181.0,10,100000,7
180,180,0.06586720701307058,181.0,10,100000,7
181,181,0.06592943798750639,188.0,10,100000,7
182,182,0.06599155499134213,188.0,10,100000,7
183,183,0.06604177493136376,188.0,10,100000,7
184,184,0.06609120091889054,188.0,10,100000,7
185,185,0.06614139897283167,188.0,10,100000,7
186,186,0.06619059294462204,188.0,10,100000,7
187,187,0.06624079996254295,188.0,10,100000,7
188,188,0.0662904690252617,188.0,10,100000,7
189,189,0.06635267497040331,188.0,10,100000,7
190,190,0.06640346592757851,188.0,10,100000,7
191,191,0.0664520839927718,188.0,10,100000,7
192,192,0.06650217401329428,143.0,10,100000,8
193,193,0.06655228894669563,151.0,10,100000,8
194,194,0.06660248595289886,151.0,10,100000,8
195,195,0.06665293697733432,159.0,10,100000,8
196,196,0.06670131394639611,159.0,10,100000,8
197,197,0.06675180792808533,159.0,10,100000,8
198,198,0.06680247094482183,159.0,10,100000,8
199,199,0.06685346993617713,159.0,10,100000,8
200,200,0.0706908309366554,162.0,10,100000,8
201,201,0.07090832502581179,170.0,10,100000,8
202,202,0.070980004966259,170.0,10,100000,8
203,203,0.07103370199911296,170.0,10,100000,8
204,204,0.07109775394201279,170.0,10,100000,8
205,205,0.07114899891894311,170.0,10,100000,8
206,206,0.07119956996757537,170.0,10,100000,8
207,207,0.0712508779251948,170.0,10,100000,8
208,208,0.0713009589817375,170.0,10,100000,8
209,209,0.07136419392190874,170.0,10,100000,8
210,210,0.07142767193727195,170.0,10,100000,8
211,211,0.07147865300066769,180.0,10,100000,8
212,212,0.07153346901759505,180.0,10,100000,8
213,213,0.07164330000523478,180.0,10,100000,8
214,214,0.07170439092442393,180.0,10,100000,8
215,215,0.07175828795880079,180.0,10,100000,8
216,216,0.07181064400356263,180.0,10,100000,8
217,217,0.07186340494081378,180.0,10,100000,8
218,218,0.07191494293510914,180.0,10,100000,8
219,219,0.07196686801034957,204.0,10,100000,8
220,220,0.07203145697712898,204.0,10,100000,8
221,221,0.07208431593608111,204.0,10,100000,8
222,222,0.07213631097692996,204.0,10,100000,8
223,223,0.07218843896407634,204.0,10,100000,8
224,224,0.0722404100233689,204.0,10,100000,8
225,225,0.0722927349852398,204.0,10,100000,8
226,226,0.07234416902065277,204.0,10,100000,8
227,227,0.07239601400215179,211.0,10,100000,8
228,228,0.072459836024791,211.0,10,100000,8
229,229,0.07251070300117135,211.0,10,100000,8
230,230,0.07256255799438804,211.0,10,100000,8
231,231,0.07261313998606056,211.0,10,100000,8
232,232,0.07266516494564712,211.0,10,100000,8
233,233,0.07271718292031437,211.0,10,100000,8
234,234,0.07276944001205266,211.0,10,100000,8
235,235,0.0728214189875871,211.0,10,100000,8
236,236,0.07288550597149879,211.0,10,100000,8
237,237,0.07293832092545927,211.0,10,100000,8
238,238,0.07299059699289501,170.0,10,100000,9
239,239,0.07304140692576766,177.0,10,100000,9
240,240,0.07310173101723194,180.0,10,100000,9
241,241,0.07318815891630948,180.0,10,100000,9
242,242,0.07324685296043754,187.0,10,100000,9
243,243,0.07330076396465302,189.0,10,100000,9
244,244,0.07335375598631799,189.0,10,100000,9
245,245,0.07340690994169563,189.0,10,100000,9
246,246,0.07345925900153816,198.0,10,100000,9
247,247,0.07753072993364185,198.0,10,100000,9
248,248,0.07778025697916746,198.0,10,100000,9
249,249,0.07785289094317704,198.0,10,100000,9
250,250,0.07793466397561133,198.0,10,100000,9
251,251,0.07799122994765639,198.0,10,100000,9
252,252,0.07805753801949322,198.0,10,100000,9
253,253,0.07812332001049072,198.0,10,100000,9
254,254,0.0781762870028615,198.0,10,100000,9
255,255,0.07822917297016829,198.0,10,100000,9
256,256,0.07829415891319513,198.0,10,100000,9
257,257,0.07834567793179303,61.0,10,100000,10
258,258,0.07839762791991234,97.0,10,100000,10
259,259,0.07845010992605239,97.0,10,100000,10
260,260,0.07850180298555642,97.0,10,100000,10
261,261,0.07855368696618825,97.0,10,100000,10
262,262,0.0786055059870705,97.0,10,100000,10
263,263,0.07865801791194826,97.0,10,100000,10
264,264,0.0787104630144313,99.0,10,100000,10
265,265,0.07876116002444178,99.0,10,100000,10
266,266,0.07881138101220131,99.0,10,100000,10
267,267,0.08274894498754293,99.0,10,100000,10
268,268,0.08320888795424253,99.0,10,100000,10
269,269,0.08327810501214117,119.0,10,100000,10
270,270,0.08332954393699765,119.0,10,100000,10
271,271,0.0833777820225805,143.0,10,100000,10
272,272,0.08342503197491169,143.0,10,100000,10
273,273,0.08347215096000582,143.0,10,100000,10
274,274,0.08351912198122591,143.0,10,100000,10
275,275,0.08357878401875496,157.0,10,100000,10
276,276,0.08362773095723242,157.0,10,100000,10
277,277,0.08367516193538904,157.0,10,100000,10
278,278,0.08372283400967717,159.0,10,100000,10
279,279,0.08376960991881788,167.0,10,100000,10
280,280,0.08382994099520147,167.0,10,100000,10
281,281,0.0838778029428795,167.0,10,100000,10
282,282,0.08393795695155859,167.0,10,100000,10
283,283,0.08398593100719154,167.0,10,100000,10
284,284,0.08403375500347465,167.0,10,100000,10
285,285,0.08408120495732874,185.0,10,100000,10
286,286,0.08414100692607462,185.0,10,100000,10
287,287,0.08419008099008352,185.0,10,100000,10
288,288,0.08423932793084532,185.0,10,100000,10
289,289,0.08430015691556036,194.0,10,100000,10
290,290,0.08436116098891944,194.0,10,100000,10
291,291,0.08440966496709734,194.0,10,100000,10
292,292,0.08445768593810499,194.0,10,100000,10
293,293,0.0845049120252952,194.0,10,100000,10
294,294,0.08455167792271823,194.0,10,100000,10
295,295,0.0845995059935376,194.0,10,100000,10
296,296,0.084660489927046,194.0,10,100000,10
297,297,0.08470906701404601,194.0,10,100000,10
298,298,0.08475847693625838,194.0,10,100000,10
